,id,article,sku,name,barcode,barcodes,category_id,description_category_id,type_id,primary_image,images,created_at,visible,is_kgt,has_discounted_item,has_price,has_stock,state,moderate_status,state_name,state_description,is_failed_validate,errors,state_updated_at,link
111,112,article112,547344609,name 112,4670000000000,['4665300311193'],86473,83250454,97240,https://oz.ru/s3/mtl-h/6410533901.jpg,"['https://oz.ru/s3/mtl-p/6410533909.jpg', 'https://oz.ru/s3/mtl-g/6410533900.jpg', 'https://oz.ru/s3/mtl-i/6410533902.jpg', 'https://oz.ru/s3/mtl-f/6410533899.jpg', 'https://oz.ru/s3/mtl-n/6410533907.jpg', 'https://oz.ru/s3/mtl-e/6410532350.jpg', 'https://oz.ru/s3/mtl-s/6288201484.jpg', 'https://oz.ru/s3/mtl-q/6288201482.jpg', 'https://oz.ru/s3/mtl-u/6288201486.jpg', 'https://oz.ru/s3/mtl-w/6288201488.jpg', 'https://oz.ru/s3/mtl-v/6288201487.jpg', 'https://oz.ru/s3/mtl-r/6288201483.jpg', 'https://oz.ru/s3/mtl-x/6288201489.jpg']",2022-04-06 11:33:00,True,False,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2023-08-29 21:45:00,https://www.oz.ru/product/547344609
112,113,article113,576715732,name 113,4670000000000,['4665300315351'],27332,17028759,95885,https://oz.ru/s3/mtl-1/6417907981.jpg,"['https://oz.ru/s3/mtl-3/6417907983.jpg', 'https://oz.ru/s3/mtl-0/6417907980.jpg', 'https://oz.ru/s3/mtl-x/6417907977.jpg', 'https://oz.ru/s3/mtl-6/6417907986.jpg', 'https://oz.ru/s3/mtl-c/6417907992.jpg', 'https://oz.ru/s3/mtl-4/6417907984.jpg', 'https://oz.ru/s3/mtl-5/6417907985.jpg', 'https://oz.ru/s3/mtl-b/6417907991.jpg', 'https://oz.ru/s3/mtl-z/6417907979.jpg', 'https://oz.ru/s3/mtl-2/6417907982.jpg', 'https://oz.ru/s3/mtl-y/6417907978.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-1/6288420121.jpg', 'https://oz.ru/s3/mtl-w/6288420188.jpg']",2022-05-04 11:18:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/576715732
113,114,article114,620445646,name 114,4670000000000,['4665300315368'],27332,17028759,95885,https://oz.ru/s3/mtl-b/6417911555.jpg,"['https://oz.ru/s3/mtl-j/6417911563.jpg', 'https://oz.ru/s3/mtl-c/6417911556.jpg', 'https://oz.ru/s3/mtl-h/6417911561.jpg', 'https://oz.ru/s3/mtl-7/6417911551.jpg', 'https://oz.ru/s3/mtl-i/6417911562.jpg', 'https://oz.ru/s3/mtl-d/6417911557.jpg', 'https://oz.ru/s3/mtl-k/6417911564.jpg', 'https://oz.ru/s3/mtl-6/6417911550.jpg', 'https://oz.ru/s3/mtl-g/6417911560.jpg', 'https://oz.ru/s3/mtl-a/6417911554.jpg', 'https://oz.ru/s3/mtl-8/6417911552.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-d/6288429601.jpg', 'https://oz.ru/s3/mtl-7/6288429595.jpg']",2022-05-04 11:30:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/620445646
114,115,article115,620445638,name 115,4670000000000,['4665300315375'],27332,17028759,95885,https://oz.ru/s3/mtl-y/6417913450.jpg,"['https://oz.ru/s3/mtl-t/6417913445.jpg', 'https://oz.ru/s3/mtl-x/6417913449.jpg', 'https://oz.ru/s3/mtl-n/6417913439.jpg', 'https://oz.ru/s3/mtl-d/6417913465.jpg', 'https://oz.ru/s3/mtl-p/6417913441.jpg', 'https://oz.ru/s3/mtl-i/6417913470.jpg', 'https://oz.ru/s3/mtl-u/6417913446.jpg', 'https://oz.ru/s3/mtl-v/6417913447.jpg', 'https://oz.ru/s3/mtl-q/6417913442.jpg', 'https://oz.ru/s3/mtl-r/6417913443.jpg', 'https://oz.ru/s3/mtl-s/6417913444.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-m/6315135670.jpg', 'https://oz.ru/s3/mtl-u/6315135678.jpg']",2022-05-04 12:02:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/620445638
115,116,article116,576777721,name 116,4670000000000,['4665300315382'],27332,17028759,95885,https://oz.ru/s3/mtl-x/6417915501.jpg,"['https://oz.ru/s3/mtl-q/6417915494.jpg', 'https://oz.ru/s3/mtl-y/6417915502.jpg', 'https://oz.ru/s3/mtl-z/6417915503.jpg', 'https://oz.ru/s3/mtl-o/6417915492.jpg', 'https://oz.ru/s3/mtl-r/6417915495.jpg', 'https://oz.ru/s3/mtl-v/6417915499.jpg', 'https://oz.ru/s3/mtl-u/6417915498.jpg', 'https://oz.ru/s3/mtl-t/6417915497.jpg', 'https://oz.ru/s3/mtl-p/6417915493.jpg', 'https://oz.ru/s3/mtl-s/6417915496.jpg', 'https://oz.ru/s3/mtl-w/6417915500.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-j/6315143011.jpg', 'https://oz.ru/s3/mtl-l/6315143013.jpg']",2022-05-04 12:15:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/576777721
116,117,article117,587982545,name 117,4670000000000,['4665300316426'],27332,79476538,91459,https://oz.ru/s3/mtl-z/6489561515.jpg,"['https://oz.ru/s3/mtl-i/6362167002.jpg', 'https://oz.ru/s3/mtl-h/6362167001.jpg', 'https://oz.ru/s3/mtl-m/6362167006.jpg', 'https://oz.ru/s3/mtl-g/6362167000.jpg', 'https://oz.ru/s3/mtl-l/6362167005.jpg', 'https://oz.ru/s3/mtl-1-b/6919351823.jpg', 'https://oz.ru/s3/mtl-j/6362167003.jpg', 'https://oz.ru/s3/mtl-u/6324586290.jpg', 'https://oz.ru/s3/mtl-q/6324586286.jpg', 'https://oz.ru/s3/mtl-w/6324586292.jpg', 'https://oz.ru/s3/mtl-o/6324586284.jpg', 'https://oz.ru/s3/mtl-v/6324586291.jpg', 'https://oz.ru/s3/mtl-r/6324586287.jpg', 'https://oz.ru/s3/mtl-s/6324586288.jpg']",2022-05-16 11:36:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:27:00,https://www.oz.ru/product/587982545
117,118,article118,597029325,name 118,4670000000000,['4665300313524'],27332,79476538,91459,https://oz.ru/s3/mtl-b/6370335287.jpg,"['https://oz.ru/s3/mtl-a/6362165554.jpg', 'https://oz.ru/s3/mtl-9/6362165553.jpg', 'https://oz.ru/s3/mtl-d/6362165557.jpg', 'https://oz.ru/s3/mtl-c/6362165556.jpg', 'https://oz.ru/s3/mtl-6/6362165550.jpg', 'https://oz.ru/s3/mtl-f/6362165559.jpg', 'https://oz.ru/s3/mtl-5/6362165549.jpg', 'https://oz.ru/s3/mtl-7/6362165551.jpg', 'https://oz.ru/s3/mtl-b/6362165555.jpg']",2022-05-25 16:14:00,True,False,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2022-10-24 19:08:00,https://www.oz.ru/product/597029325
118,119,article119,603043468,name 119,4670000000000,['4665300315900'],10102,83250454,970860463,https://oz.ru/s3/mtl-v/6379992127.jpg,"['https://oz.ru/s3/mtl-f/6379986639.jpg', 'https://oz.ru/s3/mtl-s/6379992124.jpg', 'https://oz.ru/s3/mtl-t/6379992125.jpg', 'https://oz.ru/s3/mtl-j/6379986643.jpg', 'https://oz.ru/s3/mtl-e/6379980158.jpg', 'https://oz.ru/s3/mtl-d/6379986637.jpg', 'https://oz.ru/s3/mtl-u/6379992126.jpg', 'https://oz.ru/s3/mtl-g/6379986640.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-u/6337634130.jpg', 'https://oz.ru/s3/mtl-q/6337634126.jpg', 'https://oz.ru/s3/mtl-y/6337634134.jpg', 'https://oz.ru/s3/mtl-4/6337634140.jpg']",2022-06-01 18:16:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603043468
119,120,article120,603045481,name 120,4670000000000,['4665300315917'],10102,83250454,970860463,https://oz.ru/s3/mtl-n/6379994243.jpg,"['https://oz.ru/s3/mtl-l/6379994241.jpg', 'https://oz.ru/s3/mtl-k/6379994240.jpg', 'https://oz.ru/s3/mtl-r/6379994247.jpg', 'https://oz.ru/s3/mtl-b/6379980155.jpg', 'https://oz.ru/s3/mtl-q/6379994246.jpg', 'https://oz.ru/s3/mtl-o/6379994244.jpg', 'https://oz.ru/s3/mtl-p/6379994245.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-t/6337639241.jpg', 'https://oz.ru/s3/mtl-x/6337639245.jpg', 'https://oz.ru/s3/mtl-s/6337639240.jpg', 'https://oz.ru/s3/mtl-y/6337639246.jpg']",2022-06-01 18:20:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603045481
120,121,article121,603067169,name 121,4670000000000,['4665300315924'],10102,83250454,970860463,https://oz.ru/s3/mtl-b/6380184455.jpg,"['https://oz.ru/s3/mtl-6/6377505114.jpg', 'https://oz.ru/s3/mtl-z/6377507015.jpg', 'https://oz.ru/s3/mtl-u/6377507010.jpg', 'https://oz.ru/s3/mtl-5/6377507021.jpg', 'https://oz.ru/s3/mtl-3/6377507019.jpg', 'https://oz.ru/s3/mtl-x/6377507013.jpg', 'https://oz.ru/s3/mtl-2/6377507018.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-i/6337649958.jpg', 'https://oz.ru/s3/mtl-h/6337649957.jpg', 'https://oz.ru/s3/mtl-o/6337649964.jpg', 'https://oz.ru/s3/mtl-j/6337649959.jpg', 'https://oz.ru/s3/mtl-k/6337649960.jpg']",2022-06-01 18:49:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603067169
121,122,article122,603067567,name 122,4670000000000,['4665300315931'],10102,83250454,970860463,https://oz.ru/s3/mtl-0/6377507952.jpg,"['https://oz.ru/s3/mtl-6/6377505114.jpg', 'https://oz.ru/s3/mtl-1/6377507953.jpg', 'https://oz.ru/s3/mtl-x/6377507949.jpg', 'https://oz.ru/s3/mtl-z/6377507951.jpg', 'https://oz.ru/s3/mtl-v/6377507947.jpg', 'https://oz.ru/s3/mtl-w/6377507948.jpg', 'https://oz.ru/s3/mtl-y/6377507950.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-t/6337651409.jpg', 'https://oz.ru/s3/mtl-v/6337651411.jpg', 'https://oz.ru/s3/mtl-u/6337651410.jpg', 'https://oz.ru/s3/mtl-s/6337651408.jpg', 'https://oz.ru/s3/mtl-w/6337651412.jpg']",2022-06-01 18:50:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603067567
122,123,article123,603067848,name 123,4670000000000,['4665300315948'],10102,83250454,970860463,https://oz.ru/s3/mtl-8/6379994948.jpg,"['https://oz.ru/s3/mtl-6/6379994946.jpg', 'https://oz.ru/s3/mtl-3/6379994943.jpg', 'https://oz.ru/s3/mtl-b/6379994951.jpg', 'https://oz.ru/s3/mtl-b/6379980155.jpg', 'https://oz.ru/s3/mtl-q/6379994246.jpg', 'https://oz.ru/s3/mtl-a/6379994950.jpg', 'https://oz.ru/s3/mtl-4/6379994944.jpg', 'https://oz.ru/s3/mtl-9/6379994949.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-i/6337652406.jpg', 'https://oz.ru/s3/mtl-f/6337652403.jpg', 'https://oz.ru/s3/mtl-k/6337652408.jpg', 'https://oz.ru/s3/mtl-j/6337652407.jpg']",2022-06-01 18:51:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603067848
123,124,article124,603067911,name 124,4670000000000,['4665300315955'],10102,83250454,970860463,https://oz.ru/s3/mtl-e/6379986638.jpg,"['https://oz.ru/s3/mtl-j/6379986643.jpg', 'https://oz.ru/s3/mtl-i/6379986642.jpg', 'https://oz.ru/s3/mtl-d/6379986637.jpg', 'https://oz.ru/s3/mtl-h/6379986641.jpg', 'https://oz.ru/s3/mtl-e/6379980158.jpg', 'https://oz.ru/s3/mtl-c/6379986636.jpg', 'https://oz.ru/s3/mtl-f/6379986639.jpg', 'https://oz.ru/s3/mtl-g/6379986640.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-0/6337658076.jpg', 'https://oz.ru/s3/mtl-5/6337658081.jpg', 'https://oz.ru/s3/mtl-1/6337658077.jpg']",2022-06-01 18:52:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603067911
124,125,article125,603068576,name 125,4670000000000,['4665300316068'],10102,83250454,970860463,https://oz.ru/s3/mtl-7/6379996171.jpg,"['https://oz.ru/s3/mtl-5/6379996169.jpg', 'https://oz.ru/s3/mtl-2/6379996166.jpg', 'https://oz.ru/s3/mtl-4/6379996168.jpg', 'https://oz.ru/s3/mtl-8/6379996172.jpg', 'https://oz.ru/s3/mtl-1/6379996165.jpg', 'https://oz.ru/s3/mtl-3/6379996167.jpg', 'https://oz.ru/s3/mtl-6/6379996170.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-s/6337658644.jpg', 'https://oz.ru/s3/mtl-l/6337658637.jpg', 'https://oz.ru/s3/mtl-n/6337658639.jpg', 'https://oz.ru/s3/mtl-r/6337658643.jpg', 'https://oz.ru/s3/mtl-k/6337658636.jpg', 'https://oz.ru/s3/mtl-o/6337658640.jpg']",2022-06-01 18:52:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603068576
125,126,article126,603068613,name 126,4670000000000,['4665300315894'],10102,83250454,970860463,https://oz.ru/s3/mtl-e/6379990202.jpg,"['https://oz.ru/s3/mtl-c/6379990200.jpg', 'https://oz.ru/s3/mtl-i/6379990206.jpg', 'https://oz.ru/s3/mtl-f/6379990203.jpg', 'https://oz.ru/s3/mtl-b/6379990199.jpg', 'https://oz.ru/s3/mtl-d/6379990201.jpg', 'https://oz.ru/s3/mtl-g/6379990204.jpg', 'https://oz.ru/s3/mtl-h/6379990205.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-v/6030398143.jpg', 'https://oz.ru/s3/mtl-g/6337659856.jpg']",2022-06-01 18:53:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/603068613
126,127,article127,603300126,name 127,4670000000000,['4665300316051'],27332,17028653,97469,https://oz.ru/s3/mtl-q/6337696190.jpg,"['https://oz.ru/s3/mtl-p/6337696189.jpg', 'https://oz.ru/s3/mtl-t/6337696193.jpg', 'https://oz.ru/s3/mtl-n/6337696187.jpg', 'https://oz.ru/s3/mtl-o/6337696188.jpg', 'https://oz.ru/s3/mtl-s/6337696192.jpg', 'https://oz.ru/s3/mtl-r/6337696191.jpg', 'https://oz.ru/s3/mtl-u/6337696194.jpg']",2022-06-01 23:43:00,True,False,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2023-08-28 17:51:00,https://www.oz.ru/product/603300126
127,128,article128,603303871,name 128,4670000000000,['4665300316037'],27332,17028653,97469,https://oz.ru/s3/mtl-c/6337697508.jpg,"['https://oz.ru/s3/mtl-7/6337697503.jpg', 'https://oz.ru/s3/mtl-e/6337697510.jpg', 'https://oz.ru/s3/mtl-a/6337697506.jpg', 'https://oz.ru/s3/mtl-f/6337697511.jpg', 'https://oz.ru/s3/mtl-8/6337697504.jpg', 'https://oz.ru/s3/mtl-b/6337697507.jpg', 'https://oz.ru/s3/mtl-d/6337697509.jpg', 'https://oz.ru/s3/mtl-9/6337697505.jpg']",2022-06-01 23:55:00,True,False,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2023-08-28 17:50:00,https://www.oz.ru/product/603303871
128,129,article129,620453106,name 129,4670000000000,['4665300315399'],27332,17028759,95885,https://oz.ru/s3/mtl-l/6417917109.jpg,"['https://oz.ru/s3/mtl-d/6417917101.jpg', 'https://oz.ru/s3/mtl-2/6417917090.jpg', 'https://oz.ru/s3/mtl-f/6417917103.jpg', 'https://oz.ru/s3/mtl-6/6417917094.jpg', 'https://oz.ru/s3/mtl-i/6417917106.jpg', 'https://oz.ru/s3/mtl-u/6417917118.jpg', 'https://oz.ru/s3/mtl-j/6417917107.jpg', 'https://oz.ru/s3/mtl-v/6417917119.jpg', 'https://oz.ru/s3/mtl-3/6417917091.jpg', 'https://oz.ru/s3/mtl-w/6417917120.jpg', 'https://oz.ru/s3/mtl-e/6417917102.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-2/6354103850.jpg', 'https://oz.ru/s3/mtl-4/6354103852.jpg']",2022-06-19 11:27:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/620453106
129,130,article130,620455168,name 130,4670000000000,['4665300315467'],27332,17028759,95885,https://oz.ru/s3/mtl-c/6417923616.jpg,"['https://oz.ru/s3/mtl-8/6417923612.jpg', 'https://oz.ru/s3/mtl-6/6417923610.jpg', 'https://oz.ru/s3/mtl-3/6417923607.jpg', 'https://oz.ru/s3/mtl-4/6417923608.jpg', 'https://oz.ru/s3/mtl-9/6417923613.jpg', 'https://oz.ru/s3/mtl-d/6417923617.jpg', 'https://oz.ru/s3/mtl-b/6417923615.jpg', 'https://oz.ru/s3/mtl-a/6417923614.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-x/6354105321.jpg']",2022-06-19 11:41:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/620455168
130,131,article131,620470332,name 131,4670000000000,['4665300315405'],27332,17028759,95885,https://oz.ru/s3/mtl-z/6417919139.jpg,"['https://oz.ru/s3/mtl-x/6417919137.jpg', 'https://oz.ru/s3/mtl-w/6417919136.jpg', 'https://oz.ru/s3/mtl-s/6417919132.jpg', 'https://oz.ru/s3/mtl-6/6417917094.jpg', 'https://oz.ru/s3/mtl-y/6417919138.jpg', 'https://oz.ru/s3/mtl-u/6417919134.jpg', 'https://oz.ru/s3/mtl-q/6417919130.jpg', 'https://oz.ru/s3/mtl-v/6417919135.jpg', 'https://oz.ru/s3/mtl-t/6417919133.jpg', 'https://oz.ru/s3/mtl-r/6417919131.jpg', 'https://oz.ru/s3/mtl-0/6417919140.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-f/6354117471.jpg']",2022-06-19 13:07:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/620470332
131,132,article132,721835451,name 132,4670000000000,['4665300315412'],27332,17028759,95885,https://oz.ru/s3/mtl-b/6417936539.jpg,"['https://oz.ru/s3/mtl-e/6417936542.jpg', 'https://oz.ru/s3/mtl-5/6417936533.jpg', 'https://oz.ru/s3/mtl-8/6417936536.jpg', 'https://oz.ru/s3/mtl-7/6417911551.jpg', 'https://oz.ru/s3/mtl-9/6417936537.jpg', 'https://oz.ru/s3/mtl-d/6417936541.jpg', 'https://oz.ru/s3/mtl-c/6417936540.jpg', 'https://oz.ru/s3/mtl-6/6417936534.jpg', 'https://oz.ru/s3/mtl-a/6417936538.jpg', 'https://oz.ru/s3/mtl-7/6417936535.jpg', 'https://oz.ru/s3/mtl-4/6417936532.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2022-09-21 15:56:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/721835451
132,133,article133,722092575,name 133,4670000000000,['4665300315429'],27332,17028759,95885,https://oz.ru/s3/mtl-3/6417951579.jpg,"['https://oz.ru/s3/mtl-7/6417951583.jpg', 'https://oz.ru/s3/mtl-x/6417951573.jpg', 'https://oz.ru/s3/mtl-4/6417951580.jpg', 'https://oz.ru/s3/mtl-6/6417951582.jpg', 'https://oz.ru/s3/mtl-1/6417951577.jpg', 'https://oz.ru/s3/mtl-2/6417951578.jpg', 'https://oz.ru/s3/mtl-5/6417951581.jpg', 'https://oz.ru/s3/mtl-y/6417951574.jpg', 'https://oz.ru/s3/mtl-j/6417922543.jpg', 'https://oz.ru/s3/mtl-r/6417913443.jpg', 'https://oz.ru/s3/mtl-z/6417951575.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2022-09-21 16:22:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/722092575
133,134,article134,721910830,name 134,4670000000000,['4665300315443'],27332,17028759,95885,https://oz.ru/s3/mtl-b/6417965015.jpg,"['https://oz.ru/s3/mtl-g/6417965020.jpg', 'https://oz.ru/s3/mtl-e/6417965018.jpg', 'https://oz.ru/s3/mtl-6/6417965010.jpg', 'https://oz.ru/s3/mtl-f/6417965019.jpg', 'https://oz.ru/s3/mtl-a/6417965014.jpg', 'https://oz.ru/s3/mtl-8/6417965012.jpg', 'https://oz.ru/s3/mtl-9/6417965013.jpg', 'https://oz.ru/s3/mtl-c/6417965016.jpg', 'https://oz.ru/s3/mtl-d/6417965017.jpg', 'https://oz.ru/s3/mtl-s/6417915496.jpg', 'https://oz.ru/s3/mtl-7/6417965011.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2022-09-21 16:43:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/721910830
134,135,article135,722097922,name 135,4670000000000,['4665300315450'],27332,17028759,95885,https://oz.ru/s3/mtl-3/6418336383.jpg,"['https://oz.ru/s3/mtl-9/6417979953.jpg', 'https://oz.ru/s3/mtl-u/6417979938.jpg', 'https://oz.ru/s3/mtl-a/6417979918.jpg', 'https://oz.ru/s3/mtl-s/6417979936.jpg', 'https://oz.ru/s3/mtl-m/6417979966.jpg', 'https://oz.ru/s3/mtl-z/6417979943.jpg', 'https://oz.ru/s3/mtl-1/6417979981.jpg', 'https://oz.ru/s3/mtl-o/6417979968.jpg', 'https://oz.ru/s3/mtl-f/6417979923.jpg', 'https://oz.ru/s3/mtl-w/6417979976.jpg', 'https://oz.ru/s3/mtl-r/6417979971.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2022-09-21 17:11:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:00:00,https://www.oz.ru/product/722097922
135,136,article136,783214311,name 136,4670000000000,['4665300312343'],39653,17028756,97598,https://oz.ru/s3/mtl-n/6465925415.jpg,"['https://oz.ru/s3/mtl-l/6465925413.jpg', 'https://oz.ru/s3/mtl-k/6465925412.jpg', 'https://oz.ru/s3/mtl-o/6465925416.jpg']",2022-11-09 10:27:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:15:00,https://www.oz.ru/product/783214311
136,137,article137,783270502,name 137,4670000000000,['4665300312350'],39653,17028756,98857,https://oz.ru/s3/mtl-5/6465955889.jpg,"['https://oz.ru/s3/mtl-2/6465955886.jpg', 'https://oz.ru/s3/mtl-3/6465955887.jpg', 'https://oz.ru/s3/mtl-4/6465955888.jpg']",2022-11-09 11:01:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:15:00,https://www.oz.ru/product/783270502
137,138,article138,783303249,name 138,4670000000000,['4665300312367'],39653,17028756,98857,https://oz.ru/s3/mtl-k/6465970700.jpg,"['https://oz.ru/s3/mtl-j/6465970699.jpg', 'https://oz.ru/s3/mtl-i/6465970698.jpg', 'https://oz.ru/s3/mtl-h/6465970697.jpg']",2022-11-09 11:23:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:14:00,https://www.oz.ru/product/783303249
138,139,article139,783320233,name 139,4670000000000,['4665300312374'],39653,17028756,98857,https://oz.ru/s3/mtl-9/6465979689.jpg,"['https://oz.ru/s3/mtl-b/6465979691.jpg', 'https://oz.ru/s3/mtl-d/6465979693.jpg', 'https://oz.ru/s3/mtl-c/6465979692.jpg']",2022-11-09 11:36:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:15:00,https://www.oz.ru/product/783320233
139,140,article140,783338363,name 140,4670000000000,['4665300312602'],39653,17028756,98857,https://oz.ru/s3/mtl-c/6466000140.jpg,"['https://oz.ru/s3/mtl-z/6466000127.jpg', 'https://oz.ru/s3/mtl-0/6466000128.jpg', 'https://oz.ru/s3/mtl-9/6466000137.jpg']",2022-11-09 11:48:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:16:00,https://www.oz.ru/product/783338363
140,141,article141,783356231,name 141,4670000000000,['4665300312626'],39653,17028756,98857,https://oz.ru/s3/mtl-n/6466006883.jpg,"['https://oz.ru/s3/mtl-r/6466006887.jpg', 'https://oz.ru/s3/mtl-y/6466006894.jpg', 'https://oz.ru/s3/mtl-x/6466006893.jpg']",2022-11-09 11:57:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:15:00,https://www.oz.ru/product/783356231
141,142,article142,783375658,name 142,4670000000000,['4665300312619'],39653,17028756,98857,https://oz.ru/s3/mtl-r/6466016715.jpg,"['https://oz.ru/s3/mtl-8/6466016696.jpg', 'https://oz.ru/s3/mtl-j/6466016707.jpg', 'https://oz.ru/s3/mtl-3/6466016691.jpg']",2022-11-09 12:10:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:15:00,https://www.oz.ru/product/783375658
142,143,article143,783388523,name 143,4670000000000,['4665300312633'],39653,17028756,98857,https://oz.ru/s3/mtl-l/6466024053.jpg,"['https://oz.ru/s3/mtl-m/6466024054.jpg', 'https://oz.ru/s3/mtl-o/6466024056.jpg', 'https://oz.ru/s3/mtl-t/6466024061.jpg']",2022-11-09 12:20:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:14:00,https://www.oz.ru/product/783388523
143,144,article144,803173041,name 144,4670000000000,['4665300316433'],45393,17028653,92101,https://oz.ru/s3/mtl-n/6494662955.jpg,"['https://oz.ru/s3/mtl-i/6479800710.jpg', 'https://oz.ru/s3/mtl-c/6489678060.jpg', 'https://oz.ru/s3/mtl-9/6479800701.jpg', 'https://oz.ru/s3/mtl-8/6479800700.jpg', 'https://oz.ru/s3/mtl-c/6479800704.jpg', 'https://oz.ru/s3/mtl-a/6479800702.jpg', 'https://oz.ru/s3/mtl-6/6479800698.jpg', 'https://oz.ru/s3/mtl-b/6479800703.jpg', 'https://oz.ru/s3/mtl-d/6479800705.jpg', 'https://oz.ru/s3/mtl-l/6479800713.jpg', 'https://oz.ru/s3/mtl-7/6479800699.jpg', 'https://oz.ru/s3/mtl-k/6479800712.jpg']",2022-11-25 16:42:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:17:00,https://www.oz.ru/product/803173041
