,id,article,sku,name,barcode,barcodes,category_id,description_category_id,type_id,primary_image,images,created_at,visible,is_kgt,has_discounted_item,has_price,has_stock,state,moderate_status,state_name,state_description,is_failed_validate,errors,state_updated_at,link
57,58,article58,150200144,name 58,4670000000000,['4665300310707'],27332,17028759,95885,https://oz.ru/s3/mtl-n/6370556555.jpg,"['https://oz.ru/s3/mtl-l/6357411153.jpg', 'https://oz.ru/s3/mtl-n/6357411155.jpg', 'https://oz.ru/s3/mtl-p/6357411157.jpg', 'https://oz.ru/s3/mtl-q/6357411158.jpg', 'https://oz.ru/s3/mtl-5/6357408689.jpg', 'https://oz.ru/s3/mtl-k/6357411152.jpg', 'https://oz.ru/s3/mtl-4/6357408688.jpg', 'https://oz.ru/s3/mtl-0/6287811180.jpg', 'https://oz.ru/s3/mtl-5/6287811185.jpg', 'https://oz.ru/s3/mtl-3/6287811183.jpg', 'https://oz.ru/s3/mtl-7/6287811187.jpg', 'https://oz.ru/s3/mtl-z/6287811179.jpg', 'https://oz.ru/s3/mtl-e/6359053502.jpg']",2019-03-27 17:55:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-08-29 11:49:00,https://www.oz.ru/product/150200144
58,59,article59,150200178,name 59,14700000000000,"['14665300312647', '4665300312503']",10102,83250454,970860463,https://oz.ru/s3/mtl-f/6379980159.jpg,"['https://oz.ru/s3/mtl-5/6379980149.jpg', 'https://oz.ru/s3/mtl-b/6379980155.jpg', 'https://oz.ru/s3/mtl-9/6379980153.jpg', 'https://oz.ru/s3/mtl-c/6379980156.jpg', 'https://oz.ru/s3/mtl-a/6379980154.jpg', 'https://oz.ru/s3/mtl-7/6379980151.jpg', 'https://oz.ru/s3/mtl-8/6379980152.jpg', 'https://oz.ru/s3/mtl-e/6379980158.jpg', 'https://oz.ru/s3/mtl-d/6379980157.jpg', 'https://oz.ru/s3/mtl-6/6379980150.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-r/6315072747.jpg', 'https://oz.ru/s3/mtl-w/6315072752.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/150200178
59,60,article60,150200151,name 60,14700000000000,"['14665300312876', '4665300312879']",86473,83250454,97240,https://oz.ru/s3/mtl-5/6288252473.jpg,"['https://oz.ru/s3/mtl-6/6288252474.jpg', 'https://oz.ru/s3/mtl-2/6288252470.jpg', 'https://oz.ru/s3/mtl-z/6288252467.jpg', 'https://oz.ru/s3/mtl-6/6288204774.jpg', 'https://oz.ru/s3/mtl-4/6288252472.jpg', 'https://oz.ru/s3/mtl-d/6288252481.jpg', 'https://oz.ru/s3/mtl-7/6288204775.jpg', 'https://oz.ru/s3/mtl-3/6288252471.jpg', 'https://oz.ru/s3/mtl-1/6288252469.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-29 10:45:00,https://www.oz.ru/product/150200151
60,61,article61,150200153,name 61,14700000000000,"['14665300312760', '4665300312763']",86473,83250454,97240,https://oz.ru/s3/mtl-w/6288257540.jpg,"['https://oz.ru/s3/mtl-v/6288257539.jpg', 'https://oz.ru/s3/mtl-z/6288257543.jpg', 'https://oz.ru/s3/mtl-x/6288257541.jpg', 'https://oz.ru/s3/mtl-u/6288257538.jpg', 'https://oz.ru/s3/mtl-y/6288257542.jpg', 'https://oz.ru/s3/mtl-0/6288257544.jpg', 'https://oz.ru/s3/mtl-2/6288257546.jpg', 'https://oz.ru/s3/mtl-1/6288257545.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-29 10:46:00,https://www.oz.ru/product/150200153
61,62,article62,150200146,name 62,4670000000000,['4665300310721'],27332,17028759,95885,https://oz.ru/s3/mtl-p/6370557493.jpg,"['https://oz.ru/s3/mtl-1/6357415237.jpg', 'https://oz.ru/s3/mtl-5/6357415241.jpg', 'https://oz.ru/s3/mtl-a/6357415246.jpg', 'https://oz.ru/s3/mtl-b/6663352475.jpg', 'https://oz.ru/s3/mtl-5/6357408689.jpg', 'https://oz.ru/s3/mtl-3/6357415239.jpg', 'https://oz.ru/s3/mtl-4/6357408688.jpg', 'https://oz.ru/s3/mtl-7/6357415243.jpg', 'https://oz.ru/s3/mtl-x/6287814021.jpg', 'https://oz.ru/s3/mtl-j/6287814007.jpg', 'https://oz.ru/s3/mtl-v/6287814019.jpg', 'https://oz.ru/s3/mtl-0/6287814024.jpg', 'https://oz.ru/s3/mtl-l/6287814009.jpg', 'https://oz.ru/s3/mtl-i/6287814006.jpg']",2019-03-27 17:55:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:27:00,https://www.oz.ru/product/150200146
62,63,article63,150200152,name 63,14700000000000,"['14665300312883', '4665300312886']",86473,83250454,97240,https://oz.ru/s3/mtl-9/6288254205.jpg,"['https://oz.ru/s3/mtl-7/6288254203.jpg', 'https://oz.ru/s3/mtl-a/6288254206.jpg', 'https://oz.ru/s3/mtl-8/6288254204.jpg', 'https://oz.ru/s3/mtl-4/6288206860.jpg', 'https://oz.ru/s3/mtl-4/6288252472.jpg', 'https://oz.ru/s3/mtl-d/6288252481.jpg', 'https://oz.ru/s3/mtl-8/6288206864.jpg', 'https://oz.ru/s3/mtl-3/6288252471.jpg', 'https://oz.ru/s3/mtl-1/6288252469.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,,on sale,,False,[],2023-08-28 18:06:00,https://www.oz.ru/product/150200152
63,64,article64,150200143,name 64,4670000000000,['4665300310691'],27332,17028759,95885,https://oz.ru/s3/mtl-2/6370556282.jpg,"['https://oz.ru/s3/mtl-6/6357408690.jpg', 'https://oz.ru/s3/mtl-9/6357408693.jpg', 'https://oz.ru/s3/mtl-3/6357408687.jpg', 'https://oz.ru/s3/mtl-8/6357408692.jpg', 'https://oz.ru/s3/mtl-5/6357408689.jpg', 'https://oz.ru/s3/mtl-7/6357408691.jpg', 'https://oz.ru/s3/mtl-4/6357408688.jpg', 'https://oz.ru/s3/mtl-6/6287809026.jpg', 'https://oz.ru/s3/mtl-7/6287809027.jpg', 'https://oz.ru/s3/mtl-d/6287809033.jpg', 'https://oz.ru/s3/mtl-a/6287809030.jpg', 'https://oz.ru/s3/mtl-9/6287809029.jpg', 'https://oz.ru/s3/mtl-q/6359053262.jpg']",2019-03-27 17:55:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:26:00,https://www.oz.ru/product/150200143
64,65,article65,150200179,name 65,14700000000000,['14665300312487'],27332,83250454,970860463,https://oz.ru/s3/mtl-q/6839222174.jpg,"['https://oz.ru/s3/mtl-v/6839222215.jpg', 'https://oz.ru/s3/mtl-a/6839222086.jpg', 'https://oz.ru/s3/mtl-4/6839222188.jpg', 'https://oz.ru/s3/mtl-m/6839222170.jpg', 'https://oz.ru/s3/mtl-i/6839222166.jpg', 'https://oz.ru/s3/mtl-d/6839222197.jpg', 'https://oz.ru/s3/mtl-j/6839222167.jpg', 'https://oz.ru/s3/mtl-e/6839222090.jpg', 'https://oz.ru/s3/mtl-g/6839222200.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-11-22 17:02:00,https://www.oz.ru/product/150200179
65,66,article66,150200145,name 66,4670000000000,['4665300310714'],27332,17028759,95885,https://oz.ru/s3/mtl-o/6370556844.jpg,"['https://oz.ru/s3/mtl-g/6357413668.jpg', 'https://oz.ru/s3/mtl-f/6357413667.jpg', 'https://oz.ru/s3/mtl-e/6357413666.jpg', 'https://oz.ru/s3/mtl-d/6357413665.jpg', 'https://oz.ru/s3/mtl-5/6357408689.jpg', 'https://oz.ru/s3/mtl-h/6357413669.jpg', 'https://oz.ru/s3/mtl-4/6357408688.jpg', 'https://oz.ru/s3/mtl-p/6287812501.jpg', 'https://oz.ru/s3/mtl-t/6287812505.jpg', 'https://oz.ru/s3/mtl-n/6287812499.jpg', 'https://oz.ru/s3/mtl-u/6287812506.jpg', 'https://oz.ru/s3/mtl-s/6287812504.jpg', 'https://oz.ru/s3/mtl-x/6359053773.jpg']",2019-03-27 17:55:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:27:00,https://www.oz.ru/product/150200145
66,67,article67,150200141,name 67,14700000000000,"['14665300310070', '4665300310073']",27332,17028653,97513,https://oz.ru/s3/mtl-j/6397524007.jpg,"['https://oz.ru/s3/mtl-h/6397524005.jpg', 'https://oz.ru/s3/mtl-i/6397524006.jpg', 'https://oz.ru/s3/mtl-m/6397524010.jpg', 'https://oz.ru/s3/mtl-k/6397522928.jpg', 'https://oz.ru/s3/mtl-n/6397522931.jpg', 'https://oz.ru/s3/mtl-k/6397524008.jpg', 'https://oz.ru/s3/mtl-o/6397524012.jpg', 'https://oz.ru/s3/mtl-g/6397524004.jpg', 'https://oz.ru/s3/mtl-f/6397524003.jpg', 'https://oz.ru/s3/mtl-l/6397524009.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:38:00,https://www.oz.ru/product/150200141
67,68,article68,150200159,name 68,14700000000000,"['14665300311114', '4665300311117']",86473,83250454,97240,https://oz.ru/s3/mtl-1/6388105273.jpg,"['https://oz.ru/s3/mtl-o/6388105260.jpg', 'https://oz.ru/s3/mtl-0/6388105272.jpg', 'https://oz.ru/s3/mtl-p/6388105261.jpg', 'https://oz.ru/s3/mtl-t/6388105265.jpg', 'https://oz.ru/s3/mtl-z/6388105271.jpg', 'https://oz.ru/s3/mtl-n/6388105259.jpg', 'https://oz.ru/s3/mtl-2/6388105274.jpg', 'https://oz.ru/s3/mtl-u/6388105266.jpg', 'https://oz.ru/s3/mtl-y/6388105270.jpg', 'https://oz.ru/s3/mtl-6/6388105278.jpg', 'https://oz.ru/s3/mtl-q/6388105262.jpg', 'https://oz.ru/s3/mtl-3/6388105275.jpg', 'https://oz.ru/s3/mtl-s/6388105264.jpg', 'https://oz.ru/s3/mtl-x/6388105269.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-29 10:45:00,https://www.oz.ru/product/150200159
68,69,article69,150200175,name 69,14700000000000,"['14665300311893', '4665300311896']",10102,83250454,970860463,https://oz.ru/s3/mtl-t/6380196569.jpg,"['https://oz.ru/s3/mtl-q/6379994246.jpg', 'https://oz.ru/s3/mtl-3/6379994943.jpg', 'https://oz.ru/s3/mtl-b/6379980155.jpg', 'https://oz.ru/s3/mtl-6/6379994946.jpg', 'https://oz.ru/s3/mtl-s/6380196568.jpg', 'https://oz.ru/s3/mtl-r/6380196567.jpg', 'https://oz.ru/s3/mtl-u/6380196570.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-j/6288326863.jpg', 'https://oz.ru/s3/mtl-l/6288326865.jpg', 'https://oz.ru/s3/mtl-7/6288326851.jpg', 'https://oz.ru/s3/mtl-i/6288326862.jpg', 'https://oz.ru/s3/mtl-4/6288326848.jpg', 'https://oz.ru/s3/mtl-h/6288326861.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:38:00,https://www.oz.ru/product/150200175
69,70,article70,150200177,name 70,4670000000000,['4665300312497'],10102,83250454,970860463,https://oz.ru/s3/mtl-o/6384630360.jpg,"['https://oz.ru/s3/mtl-a/6379982170.jpg', 'https://oz.ru/s3/mtl-c/6379982172.jpg', 'https://oz.ru/s3/mtl-9/6379982169.jpg', 'https://oz.ru/s3/mtl-n/6379982183.jpg', 'https://oz.ru/s3/mtl-b/6379982171.jpg', 'https://oz.ru/s3/mtl-h/6379982177.jpg', 'https://oz.ru/s3/mtl-g/6379982176.jpg', 'https://oz.ru/s3/mtl-8/6379982168.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-s/6315152200.jpg', 'https://oz.ru/s3/mtl-l/6315152193.jpg', 'https://oz.ru/s3/mtl-d/6379982173.jpg', 'https://oz.ru/s3/mtl-r/6315152199.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:28:00,https://www.oz.ru/product/150200177
70,71,article71,150200176,name 71,14700000000000,"['14665300311909', '4665300311902']",10102,83250454,970860463,https://oz.ru/s3/mtl-t/6380188613.jpg,"['https://oz.ru/s3/mtl-e/6379980158.jpg', 'https://oz.ru/s3/mtl-f/6379986639.jpg', 'https://oz.ru/s3/mtl-j/6379986643.jpg', 'https://oz.ru/s3/mtl-d/6379986637.jpg', 'https://oz.ru/s3/mtl-u/6380188614.jpg', 'https://oz.ru/s3/mtl-s/6380188612.jpg', 'https://oz.ru/s3/mtl-g/6379986640.jpg', 'https://oz.ru/s3/mtl-5/6379977125.jpg', 'https://oz.ru/s3/mtl-l/6337618713.jpg', 'https://oz.ru/s3/mtl-q/6337618718.jpg', 'https://oz.ru/s3/mtl-o/6337618716.jpg', 'https://oz.ru/s3/mtl-m/6337618714.jpg', 'https://oz.ru/s3/mtl-k/6337618712.jpg', 'https://oz.ru/s3/mtl-p/6337618717.jpg']",2019-03-27 17:55:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-08-28 18:27:00,https://www.oz.ru/product/150200176
71,72,article72,150200161,name 72,14700000000000,"['14665300311107', '4665300311100']",86473,83250454,97240,https://oz.ru/s3/mtl-i/6388111086.jpg,"['https://oz.ru/s3/mtl-k/6388111088.jpg', 'https://oz.ru/s3/mtl-m/6388111090.jpg', 'https://oz.ru/s3/mtl-f/6388111083.jpg', 'https://oz.ru/s3/mtl-j/6388111087.jpg', 'https://oz.ru/s3/mtl-n/6388111091.jpg', 'https://oz.ru/s3/mtl-e/6388111082.jpg', 'https://oz.ru/s3/mtl-o/6388111092.jpg', 'https://oz.ru/s3/mtl-h/6388111085.jpg', 'https://oz.ru/s3/mtl-7/6388096747.jpg', 'https://oz.ru/s3/mtl-l/6388111089.jpg', 'https://oz.ru/s3/mtl-g/6388111084.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2019-03-27 17:55:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-08-29 10:45:00,https://www.oz.ru/product/150200161
72,73,article73,313812427,name 73,4670000000000,['4665300314552'],27332,79476538,91458,https://oz.ru/s3/mtl-h/6402806213.jpg,"['https://oz.ru/s3/mtl-c/6402806208.jpg', 'https://oz.ru/s3/mtl-f/6402806211.jpg', 'https://oz.ru/s3/mtl-1-o/6919348236.jpg', 'https://oz.ru/s3/mtl-i/6402806214.jpg', 'https://oz.ru/s3/mtl-4/6825110800.jpg', 'https://oz.ru/s3/mtl-b/6402806207.jpg', 'https://oz.ru/s3/mtl-1-b/6919351823.jpg', 'https://oz.ru/s3/mtl-e/6402806210.jpg', 'https://oz.ru/s3/mtl-g/6402806212.jpg', 'https://oz.ru/s3/mtl-b/6269314463.jpg', 'https://oz.ru/s3/mtl-7/6362158423.jpg', 'https://oz.ru/s3/mtl-8/6269314460.jpg', 'https://oz.ru/s3/mtl-a/6269314462.jpg', 'https://oz.ru/s3/mtl-m/6105527002.jpg']",2021-09-03 10:01:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:32:00,https://www.oz.ru/product/313812427
73,74,article74,313812416,name 74,4670000000000,['4665300314576'],27332,79476538,91458,https://oz.ru/s3/mtl-s/6773403592.jpg,"['https://oz.ru/s3/mtl-t/6708745973.jpg', 'https://oz.ru/s3/mtl-b/6345152531.jpg', 'https://oz.ru/s3/mtl-7/6345152527.jpg', 'https://oz.ru/s3/mtl-v/6365592595.jpg', 'https://oz.ru/s3/mtl-1-s/6919343596.jpg', 'https://oz.ru/s3/mtl-1-b/6919351823.jpg', 'https://oz.ru/s3/mtl-d/6773391121.jpg', 'https://oz.ru/s3/mtl-c/6773391120.jpg', 'https://oz.ru/s3/mtl-2/6556838678.jpg', 'https://oz.ru/s3/mtl-9/6345152529.jpg', 'https://oz.ru/s3/mtl-e/6345152534.jpg', 'https://oz.ru/s3/mtl-k/6258243284.jpg', 'https://oz.ru/s3/mtl-5/6258243269.jpg', 'https://oz.ru/s3/mtl-9/6105526485.jpg']",2021-09-03 10:01:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:31:00,https://www.oz.ru/product/313812416
74,75,article75,313812439,name 75,4670000000000,['4665300314613'],27332,79476538,91459,https://oz.ru/s3/mtl-h/6373249313.jpg,"['https://oz.ru/s3/mtl-q/6362168090.jpg', 'https://oz.ru/s3/mtl-1-j/6918725467.jpg', 'https://oz.ru/s3/mtl-q/6442257110.jpg', 'https://oz.ru/s3/mtl-1-a/6919340914.jpg', 'https://oz.ru/s3/mtl-s/6362168092.jpg', 'https://oz.ru/s3/mtl-1-b/6919351823.jpg', 'https://oz.ru/s3/mtl-b/6362165555.jpg', 'https://oz.ru/s3/mtl-4/6269328748.jpg', 'https://oz.ru/s3/mtl-5/6269328749.jpg', 'https://oz.ru/s3/mtl-6/6269328750.jpg', 'https://oz.ru/s3/mtl-b/6269328755.jpg', 'https://oz.ru/s3/mtl-8/6269328752.jpg', 'https://oz.ru/s3/mtl-s/6197158960.jpg', 'https://oz.ru/s3/mtl-w/6197152988.jpg']",2021-09-03 10:01:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:29:00,https://www.oz.ru/product/313812439
75,76,article76,313812437,name 76,4670000000000,['4665300314590'],27332,79476538,91459,https://oz.ru/s3/mtl-9/6370335213.jpg,"['https://oz.ru/s3/mtl-0/6362166408.jpg', 'https://oz.ru/s3/mtl-3/6362166411.jpg', 'https://oz.ru/s3/mtl-2/6362166410.jpg', 'https://oz.ru/s3/mtl-z/6362166407.jpg', 'https://oz.ru/s3/mtl-1/6362166409.jpg', 'https://oz.ru/s3/mtl-y/6362166406.jpg', 'https://oz.ru/s3/mtl-g/6021914944.jpg', 'https://oz.ru/s3/mtl-j/6105525091.jpg', 'https://oz.ru/s3/mtl-u/6269324634.jpg', 'https://oz.ru/s3/mtl-w/6269324636.jpg', 'https://oz.ru/s3/mtl-g/6269324656.jpg', 'https://oz.ru/s3/mtl-v/6269324635.jpg', 'https://oz.ru/s3/mtl-t/6269324633.jpg', 'https://oz.ru/s3/mtl-x/6269324637.jpg']",2021-09-03 10:01:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-12-07 10:40:00,https://www.oz.ru/product/313812437
76,77,article77,346096888,name 77,4670000000000,['4665300314569'],27332,79476538,91458,https://oz.ru/s3/mtl-l/6440028345.jpg,"['https://oz.ru/s3/mtl-j/6440028343.jpg', 'https://oz.ru/s3/mtl-n/6440028347.jpg', 'https://oz.ru/s3/mtl-p/6440028349.jpg', 'https://oz.ru/s3/mtl-m/6440028346.jpg', 'https://oz.ru/s3/mtl-k/6440028344.jpg', 'https://oz.ru/s3/mtl-i/6440028342.jpg', 'https://oz.ru/s3/mtl-g/6440028340.jpg', 'https://oz.ru/s3/mtl-h/6440028341.jpg', 'https://oz.ru/s3/mtl-0/6269316684.jpg', 'https://oz.ru/s3/mtl-t/6269316677.jpg', 'https://oz.ru/s3/mtl-w/6269316680.jpg', 'https://oz.ru/s3/mtl-v/6269316679.jpg', 'https://oz.ru/s3/mtl-x/6269316681.jpg', 'https://oz.ru/s3/mtl-3/6269316687.jpg']",2021-10-11 11:32:00,True,False,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2023-05-23 08:47:00,https://www.oz.ru/product/346096888
77,78,article78,354859816,name 78,4670000000000,['4665300313470'],27332,79476538,91459,https://oz.ru/s3/mtl-z/6434636135.jpg,"['https://oz.ru/s3/mtl-0/6434636136.jpg', 'https://oz.ru/s3/mtl-1/6434636137.jpg', 'https://oz.ru/s3/mtl-5/6434636141.jpg', 'https://oz.ru/s3/mtl-3/6434636139.jpg', 'https://oz.ru/s3/mtl-2/6434636138.jpg', 'https://oz.ru/s3/mtl-8/6434636144.jpg', 'https://oz.ru/s3/mtl-7/6434636143.jpg', 'https://oz.ru/s3/mtl-v/6362163595.jpg', 'https://oz.ru/s3/mtl-7/6269319859.jpg', 'https://oz.ru/s3/mtl-b/6269319863.jpg', 'https://oz.ru/s3/mtl-6/6269319858.jpg', 'https://oz.ru/s3/mtl-c/6269319864.jpg', 'https://oz.ru/s3/mtl-a/6269319862.jpg']",2021-10-11 11:32:00,True,False,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2023-08-10 10:32:00,https://www.oz.ru/product/354859816
78,79,article79,354857260,name 79,4670000000000,['4665300314545'],27332,79476538,91458,https://oz.ru/s3/mtl-k/6376675976.jpg,"['https://oz.ru/s3/mtl-2/6362167490.jpg', 'https://oz.ru/s3/mtl-1-7/6919351135.jpg', 'https://oz.ru/s3/mtl-4/6362167492.jpg', 'https://oz.ru/s3/mtl-6/6362167494.jpg', 'https://oz.ru/s3/mtl-1-b/6919351823.jpg', 'https://oz.ru/s3/mtl-3/6362167491.jpg', 'https://oz.ru/s3/mtl-h/6251583353.jpg', 'https://oz.ru/s3/mtl-d/6251583349.jpg', 'https://oz.ru/s3/mtl-i/6251583354.jpg', 'https://oz.ru/s3/mtl-c/6251583348.jpg', 'https://oz.ru/s3/mtl-j/6251583355.jpg', 'https://oz.ru/s3/mtl-6/6251614914.jpg']",2021-10-11 11:32:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:28:00,https://www.oz.ru/product/354857260
79,80,article80,354862261,name 80,4670000000000,['4665300314583'],27332,79476538,91458,https://oz.ru/s3/mtl-t/6440029469.jpg,"['https://oz.ru/s3/mtl-s/6440029468.jpg', 'https://oz.ru/s3/mtl-1-y/6919343206.jpg', 'https://oz.ru/s3/mtl-x/6440029473.jpg', 'https://oz.ru/s3/mtl-p/6440029465.jpg', 'https://oz.ru/s3/mtl-w/6440029472.jpg', 'https://oz.ru/s3/mtl-y/6440029474.jpg', 'https://oz.ru/s3/mtl-q/6440029466.jpg', 'https://oz.ru/s3/mtl-1-b/6919351823.jpg', 'https://oz.ru/s3/mtl-u/6440029470.jpg', 'https://oz.ru/s3/mtl-v/6440029471.jpg', 'https://oz.ru/s3/mtl-2/6248072726.jpg', 'https://oz.ru/s3/mtl-6/6248072730.jpg', 'https://oz.ru/s3/mtl-b/6248072735.jpg', 'https://oz.ru/s3/mtl-5/6248072729.jpg']",2021-10-11 11:32:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2024-02-09 12:27:00,https://www.oz.ru/product/354862261
80,81,article81,373075471,name 81,4670000000000,['4665300315498'],27332,17028759,95885,https://oz.ru/s3/mtl-a/6640480882.jpg,"['https://oz.ru/s3/mtl-2/6640480262.jpg', 'https://oz.ru/s3/mtl-3/6640480263.jpg', 'https://oz.ru/s3/mtl-z/6640480259.jpg', 'https://oz.ru/s3/mtl-b/6663352475.jpg', 'https://oz.ru/s3/mtl-0/6640480260.jpg', 'https://oz.ru/s3/mtl-6/6640480266.jpg', 'https://oz.ru/s3/mtl-5/6640480265.jpg', 'https://oz.ru/s3/mtl-4/6640480264.jpg', 'https://oz.ru/s3/mtl-g/6640480276.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2021-11-03 10:28:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-10-20 08:38:00,https://www.oz.ru/product/373075471
81,82,article82,373093087,name 82,4670000000000,['4665300315481'],27332,17028759,95885,https://oz.ru/s3/mtl-1/6640480261.jpg,"['https://oz.ru/s3/mtl-2/6640480262.jpg', 'https://oz.ru/s3/mtl-3/6640480263.jpg', 'https://oz.ru/s3/mtl-z/6640480259.jpg', 'https://oz.ru/s3/mtl-b/6663352475.jpg', 'https://oz.ru/s3/mtl-0/6640480260.jpg', 'https://oz.ru/s3/mtl-6/6640480266.jpg', 'https://oz.ru/s3/mtl-5/6640480265.jpg', 'https://oz.ru/s3/mtl-g/6640480276.jpg', 'https://oz.ru/s3/mtl-4/6640480264.jpg', 'https://oz.ru/s3/mtl-i/6640480278.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2021-11-03 10:50:00,True,False,True,False,True,price_sent,approved,on sale,,False,[],2023-09-29 12:57:00,https://www.oz.ru/product/373093087
82,83,article83,373102676,name 83,4670000000000,['4665300315504'],27332,17028759,95885,https://oz.ru/s3/mtl-q/6822944918.jpg,"['https://oz.ru/s3/mtl-r/6588043623.jpg', 'https://oz.ru/s3/mtl-4/6383430532.jpg', 'https://oz.ru/s3/mtl-b/6663352475.jpg', 'https://oz.ru/s3/mtl-q/6383430518.jpg', 'https://oz.ru/s3/mtl-m/6383430514.jpg', 'https://oz.ru/s3/mtl-r/6383430519.jpg', 'https://oz.ru/s3/mtl-n/6383430515.jpg', 'https://oz.ru/s3/mtl-3/6383430531.jpg', 'https://oz.ru/s3/mtl-b/6383430539.jpg', 'https://oz.ru/s3/mtl-t/6383430521.jpg', 'https://oz.ru/s3/mtl-s/6383430520.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-l/6302856249.jpg', 'https://oz.ru/s3/mtl-n/6302856251.jpg']",2021-11-03 11:03:00,True,False,False,False,True,price_sent,approved,on sale,,False,[],2023-11-14 16:17:00,https://www.oz.ru/product/373102676
83,84,article84,373112170,name 84,4670000000000,['4665300310783'],27332,17028759,95885,https://oz.ru/s3/mtl-1-8/6917017148.jpg,"['https://oz.ru/s3/mtl-r/6419689179.jpg', 'https://oz.ru/s3/mtl-o/6419689176.jpg', 'https://oz.ru/s3/mtl-c/6419774052.jpg', 'https://oz.ru/s3/mtl-u/6419689182.jpg', 'https://oz.ru/s3/mtl-z/6419689187.jpg', 'https://oz.ru/s3/mtl-p/6419689177.jpg', 'https://oz.ru/s3/mtl-q/6419689178.jpg', 'https://oz.ru/s3/mtl-s/6419689180.jpg', 'https://oz.ru/s3/mtl-v/6419689183.jpg', 'https://oz.ru/s3/mtl-y/6419689186.jpg', 'https://oz.ru/s3/mtl-w/6419689184.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg']",2021-11-03 11:12:00,True,True,False,False,True,price_sent,approved,on sale,,False,[],2024-02-06 13:55:00,https://www.oz.ru/product/373112170
84,85,article85,373128144,name 85,4670000000000,['4665300315511'],27332,17028759,95885,https://oz.ru/s3/mtl-d/6383432485.jpg,"['https://oz.ru/s3/mtl-s/6383432464.jpg', 'https://oz.ru/s3/mtl-4/6383432476.jpg', 'https://oz.ru/s3/mtl-g/6383432488.jpg', 'https://oz.ru/s3/mtl-0/6383432472.jpg', 'https://oz.ru/s3/mtl-l/6383432493.jpg', 'https://oz.ru/s3/mtl-w/6383432468.jpg', 'https://oz.ru/s3/mtl-a/6383432482.jpg', 'https://oz.ru/s3/mtl-b/6383432483.jpg', 'https://oz.ru/s3/mtl-k/6383432492.jpg', 'https://oz.ru/s3/mtl-k/6373840940.jpg', 'https://oz.ru/s3/mtl-7/6302855407.jpg', 'https://oz.ru/s3/mtl-5/6302855405.jpg', 'https://oz.ru/s3/mtl-9/6302855409.jpg', 'https://oz.ru/s3/mtl-d/6302855413.jpg']",2021-11-03 11:22:00,True,True,False,False,False,price_sent,approved,ready to sale,out of stock,False,[],2023-08-29 11:55:00,https://www.oz.ru/product/373128144
