id;article;sku;name;barcode;barcodes;category_id;description_category_id;type_id;primary_image;images;created_at;visible;is_kgt;has_discounted_item;has_price;has_stock;state;moderate_status;state_name;state_description;is_failed_validate;errors;state_updated_at;link;
1;00037;150200099;name 1;4.62372E+12;['4623720677497', '4665300310479'];2733279;17028759;95885;https://.oz.com/mtl-t/64;['https://.oz.com/mlt-i/6357451362.jpg', 'https://.oz.com/mlt-g/6357451360.jpg', 'https://.oz.com/mlt-e/6357451358.jpg', 'https://.oz.com/mlt-f/6357451359.jpg', 'https://.oz.com/mlt-d/6357451357.jpg', 'https://.oz.com/mlt-t/6357447917.jpg', 'https://.oz.com/mlt-j/6280337455.jpg', 'https://.oz.com/mlt-d/6280337449.jpg', 'https://.oz.com/mlt-k/6280337456.jpg', 'https://.oz.com/mlt-h/6280337453.jpg', 'https://.oz.com/mlt-f/6280337451.jpg', 'https://.oz.com/mlt-i/6280337454.jpg'];2019-03-27T14:50:09.450974Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:11.953582Z;https://www.ozon.ru/product/15020;
2;00029;150200088;name 2;4665300310394;['4665300310394'];2733279;17028759;95885;https://.oz.com/mtl-8/64;['https://.oz.com/mlt-z/6357443099.jpg', 'https://.oz.com/mlt-l/6357443085.jpg', 'https://.oz.com/mlt-0/6357441444.jpg', 'https://.oz.com/mlt-w/6357443096.jpg', 'https://.oz.com/mlt-y/6357443098.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-d/6357440809.jpg', 'https://.oz.com/mlt-e/6280326794.jpg', 'https://.oz.com/mlt-k/6280326800.jpg', 'https://.oz.com/mlt-f/6280326795.jpg', 'https://.oz.com/mlt-j/6280326799.jpg', 'https://.oz.com/mlt-h/6280326797.jpg', 'https://.oz.com/mlt-l/6280326801.jpg'];2019-03-27T14:50:09.780760Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:33.584280Z;https://www.ozon.ru/product/15020;
3;00026;150200084;name 3;4623720677381;['4623720677381', '4665300310363'];2733279;17028759;95885;https://.oz.com/mtl-6/64;['https://.oz.com/mlt-i/6357431022.jpg', 'https://.oz.com/mlt-a/6357431014.jpg', 'https://.oz.com/mlt-k/6357431024.jpg', 'https://.oz.com/mlt-b/6357431015.jpg', 'https://.oz.com/mlt-g/6357431020.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-j/6357431023.jpg', 'https://.oz.com/mlt-r/6326714535.jpg', 'https://.oz.com/mlt-d/6326714557.jpg', 'https://.oz.com/mlt-a/6326714554.jpg', 'https://.oz.com/mlt-j/6326714563.jpg', 'https://.oz.com/mlt-v/6326714575.jpg'];2019-03-27T14:50:10.634763Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:42.267986Z;https://www.ozon.ru/product/15020;
4;00019;150200082;name 4;14665300311886;['14665300311886', '4665300311889'];1010232;83250454;970860463;https://.oz.com/mtl-7/63;['https://.oz.com/mlt-q/6379994246.jpg', 'https://.oz.com/mlt-b/6379980155.jpg', 'https://.oz.com/mlt-b/6424946459.jpg', 'https://.oz.com/mlt-2/6377505110.jpg', 'https://.oz.com/mlt-4/6377505112.jpg', 'https://.oz.com/mlt-9/6380205405.jpg', 'https://.oz.com/mlt-8/6380205404.jpg', 'https://.oz.com/mlt-5/6379977125.jpg', 'https://.oz.com/mlt-v/6288294259.jpg', 'https://.oz.com/mlt-p/6288294253.jpg', 'https://.oz.com/mlt-2/6288294266.jpg', 'https://.oz.com/mlt-o/6288294252.jpg', 'https://.oz.com/mlt-m/6288294250.jpg', 'https://.oz.com/mlt-r/6288294255.jpg'];2019-03-27T14:50:10.940458Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-08-28T15:28:27.619483Z;https://www.ozon.ru/product/15020;
5;00034;150200094;name 5;4665300310448;['4665300310448'];2733279;17028759;95885;https://.oz.com/mtl-9/64;['https://.oz.com/mlt-u/6357448494.jpg', 'https://.oz.com/mlt-v/6357448495.jpg', 'https://.oz.com/mlt-r/6357448491.jpg', 'https://.oz.com/mlt-q/6357448490.jpg', 'https://.oz.com/mlt-s/6357448492.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-t/6357447917.jpg', 'https://.oz.com/mlt-3/6280332831.jpg', 'https://.oz.com/mlt-x/6280332825.jpg', 'https://.oz.com/mlt-w/6280332824.jpg', 'https://.oz.com/mlt-y/6280332826.jpg', 'https://.oz.com/mlt-1/6280332829.jpg', 'https://.oz.com/mlt-0/6280332828.jpg'];2019-03-27T14:50:11.256557Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:24.789336Z;https://www.ozon.ru/product/15020;
6;00032;150200092;name 6;4623720677442;['4623720677442', '4665300310424'];2733279;17028759;95885;https://.oz.com/mtl-s/64;['https://.oz.com/mlt-p/6357447121.jpg', 'https://.oz.com/mlt-m/6357447118.jpg', 'https://.oz.com/mlt-r/6357447123.jpg', 'https://.oz.com/mlt-o/6357447120.jpg', 'https://.oz.com/mlt-l/6357447117.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-d/6357440809.jpg', 'https://.oz.com/mlt-l/6280330149.jpg', 'https://.oz.com/mlt-o/6280330152.jpg', 'https://.oz.com/mlt-m/6280330150.jpg', 'https://.oz.com/mlt-j/6280330147.jpg', 'https://.oz.com/mlt-g/6280330144.jpg', 'https://.oz.com/mlt-n/6280330151.jpg'];2019-03-27T14:50:11.620925Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-08-29T08:51:23.988044Z;https://www.ozon.ru/product/15020;
7;00028;150200086;name 7;4623720677404;['4623720677404', '4665300310387'];2733279;17028759;95885;https://.oz.com/mtl-o/64;['https://.oz.com/mlt-1/6357441445.jpg', 'https://.oz.com/mlt-3/6357441447.jpg', 'https://.oz.com/mlt-0/6357441444.jpg', 'https://.oz.com/mlt-z/6357441443.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-2/6357441446.jpg', 'https://.oz.com/mlt-d/6357440809.jpg', 'https://.oz.com/mlt-s/6280326232.jpg', 'https://.oz.com/mlt-r/6280326231.jpg', 'https://.oz.com/mlt-p/6280326229.jpg', 'https://.oz.com/mlt-y/6359026702.jpg', 'https://.oz.com/mlt-n/6280326227.jpg', 'https://.oz.com/mlt-q/6280326230.jpg'];2019-03-27T14:50:11.956118Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:33.584280Z;https://www.ozon.ru/product/15020;
8;00030;150200090;name 8;4665300310400;['4665300310400'];2733279;17028759;95885;https://.oz.com/mtl-w/64;['https://.oz.com/mlt-w/6357446156.jpg', 'https://.oz.com/mlt-y/6357446158.jpg', 'https://.oz.com/mlt-v/6357446155.jpg', 'https://.oz.com/mlt-x/6357446157.jpg', 'https://.oz.com/mlt-1/6357446161.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-d/6357440809.jpg', 'https://.oz.com/mlt-o/6280327524.jpg', 'https://.oz.com/mlt-n/6280327523.jpg', 'https://.oz.com/mlt-i/6280327518.jpg', 'https://.oz.com/mlt-k/6280327520.jpg', 'https://.oz.com/mlt-m/6280327522.jpg', 'https://.oz.com/mlt-p/6280327525.jpg'];2019-03-27T14:50:12.597534Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:17.729998Z;https://www.ozon.ru/product/15020;
9;00020;150200083;name 9;14665300311862;['14665300311862', '4665300311865'];1010232;83250454;970860463;https://.oz.com/mtl-h/63;['https://.oz.com/mlt-q/6379994246.jpg', 'https://.oz.com/mlt-b/6379980155.jpg', 'https://.oz.com/mlt-b/6424946459.jpg', 'https://.oz.com/mlt-i/6377505414.jpg', 'https://.oz.com/mlt-k/6377505416.jpg', 'https://.oz.com/mlt-i/6380306646.jpg', 'https://.oz.com/mlt-e/6380306642.jpg', 'https://.oz.com/mlt-5/6379977125.jpg', 'https://.oz.com/mlt-c/6288308172.jpg', 'https://.oz.com/mlt-5/6288308165.jpg', 'https://.oz.com/mlt-e/6288308174.jpg', 'https://.oz.com/mlt-8/6288308168.jpg', 'https://.oz.com/mlt-6/6288308166.jpg', 'https://.oz.com/mlt-d/6288308173.jpg'];2019-03-27T14:50:13.372575Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-08-28T15:28:34.624376Z;https://www.ozon.ru/product/15020;
10;00035;150200095;name 10;4665300310455;['4665300310455'];2733279;17028759;95885;https://.oz.com/mtl-e/64;['https://.oz.com/mlt-e/6357449054.jpg', 'https://.oz.com/mlt-d/6357449053.jpg', 'https://.oz.com/mlt-g/6357449056.jpg', 'https://.oz.com/mlt-a/6357449050.jpg', 'https://.oz.com/mlt-b/6357449051.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-t/6357447917.jpg', 'https://.oz.com/mlt-9/6280333881.jpg', 'https://.oz.com/mlt-7/6280333879.jpg', 'https://.oz.com/mlt-a/6280333882.jpg', 'https://.oz.com/mlt-b/6280333883.jpg', 'https://.oz.com/mlt-5/6280333877.jpg', 'https://.oz.com/mlt-8/6280333880.jpg'];2019-03-27T14:50:13.692740Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:31.267527Z;https://www.ozon.ru/product/15020;
11;00033;150200093;name 11;4665300310431;['4665300310431'];2733279;17028759;95885;https://.oz.com/mtl-5/64;['https://.oz.com/mlt-v/6357447919.jpg', 'https://.oz.com/mlt-k/6357447908.jpg', 'https://.oz.com/mlt-s/6357447916.jpg', 'https://.oz.com/mlt-u/6357447918.jpg', 'https://.oz.com/mlt-q/6357447914.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-t/6357447917.jpg', 'https://.oz.com/mlt-v/6280331095.jpg', 'https://.oz.com/mlt-3/6280331103.jpg', 'https://.oz.com/mlt-6/6280331106.jpg', 'https://.oz.com/mlt-k/6280331084.jpg', 'https://.oz.com/mlt-s/6280331092.jpg'];2019-03-27T14:50:14.043445Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:31.267527Z;https://www.ozon.ru/product/15020;
12;00027;150200085;name 12;4665300310370;['4665300310370'];2733279;17028759;95885;https://.oz.com/mtl-h/64;['https://.oz.com/mlt-e/6357440810.jpg', 'https://.oz.com/mlt-q/6357440822.jpg', 'https://.oz.com/mlt-m/6357440818.jpg', 'https://.oz.com/mlt-l/6357440817.jpg', 'https://.oz.com/mlt-0/6357440832.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-d/6357440809.jpg', 'https://.oz.com/mlt-i/6280325574.jpg', 'https://.oz.com/mlt-d/6280325569.jpg', 'https://.oz.com/mlt-j/6280325575.jpg', 'https://.oz.com/mlt-f/6280325571.jpg', 'https://.oz.com/mlt-h/6280325573.jpg', 'https://.oz.com/mlt-k/6280325576.jpg'];2019-03-27T14:50:14.500602Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:17.729998Z;https://www.ozon.ru/product/15020;
13;00031;150200091;name 13;4665300310417;['4665300310417'];2733279;17028759;95885;https://.oz.com/mtl-q/64;['https://.oz.com/mlt-2/6357446702.jpg', 'https://.oz.com/mlt-z/6357446699.jpg', 'https://.oz.com/mlt-1/6357446701.jpg', 'https://.oz.com/mlt-x/6357446697.jpg', 'https://.oz.com/mlt-0/6357446700.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-d/6357440809.jpg', 'https://.oz.com/mlt-l/6326717157.jpg', 'https://.oz.com/mlt-z/6326717135.jpg', 'https://.oz.com/mlt-e/6326717114.jpg', 'https://.oz.com/mlt-j/6326717119.jpg', 'https://.oz.com/mlt-f/6326717115.jpg', 'https://.oz.com/mlt-g/6326717116.jpg'];2019-03-27T14:50:15.509698Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:15.041449Z;https://www.ozon.ru/product/15020;
14;00017;150200079;name 14;14665300310056;['14665300310056', '4665300310059'];2733279;17028653;97513;https://.oz.com/mtl-m/63;['https://.oz.com/mlt-l/6397522929.jpg', 'https://.oz.com/mlt-i/6397522926.jpg', 'https://.oz.com/mlt-g/6397522924.jpg', 'https://.oz.com/mlt-q/6397522934.jpg', 'https://.oz.com/mlt-k/6397522928.jpg', 'https://.oz.com/mlt-n/6397522931.jpg', 'https://.oz.com/mlt-h/6397522925.jpg', 'https://.oz.com/mlt-t/6397522937.jpg', 'https://.oz.com/mlt-j/6397522927.jpg', 'https://.oz.com/mlt-o/6397522932.jpg', 'https://.oz.com/mlt-s/6397522936.jpg', 'https://.oz.com/mlt-r/6397522935.jpg', 'https://.oz.com/mlt-k/6373840940.jpg'];2019-03-27T14:50:16.077520Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2024-02-09T09:40:58.716452Z;https://www.ozon.ru/product/15020;
15;00039;150200100;name 15;4623720677510;['4623720677510', '4665300310493'];2733279;17028759;95885;https://.oz.com/mtl-p/63;['https://.oz.com/mlt-5/6357286685.jpg', 'https://.oz.com/mlt-a/6357286690.jpg', 'https://.oz.com/mlt-0/6357286680.jpg', 'https://.oz.com/mlt-y/6357286678.jpg', 'https://.oz.com/mlt-x/6357286677.jpg', 'https://.oz.com/mlt-2/6357286682.jpg', 'https://.oz.com/mlt-g/6273754528.jpg', 'https://.oz.com/mlt-s/6359021080.jpg', 'https://.oz.com/mlt-i/6273754530.jpg', 'https://.oz.com/mlt-j/6273754531.jpg', 'https://.oz.com/mlt-l/6273754533.jpg', 'https://.oz.com/mlt-m/6273754534.jpg', 'https://.oz.com/mlt-k/6273754532.jpg'];2019-03-27T14:50:16.676541Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:51:47.866971Z;https://www.ozon.ru/product/15020;
16;00040;150200101;name 16;4623720677527;['4623720677527', '4665300310509'];2733279;17028759;95885;https://.oz.com/mtl-a/63;['https://.oz.com/mlt-z/6357336107.jpg', 'https://.oz.com/mlt-x/6357336105.jpg', 'https://.oz.com/mlt-1/6357336109.jpg', 'https://.oz.com/mlt-w/6357336104.jpg', 'https://.oz.com/mlt-x/6357286677.jpg', 'https://.oz.com/mlt-2/6357286682.jpg', 'https://.oz.com/mlt-k/6273755432.jpg', 'https://.oz.com/mlt-0/6359021232.jpg', 'https://.oz.com/mlt-p/6273755437.jpg', 'https://.oz.com/mlt-m/6273755434.jpg', 'https://.oz.com/mlt-s/6273755440.jpg', 'https://.oz.com/mlt-o/6273755436.jpg', 'https://.oz.com/mlt-l/6273755433.jpg'];2019-03-27T14:50:17.398426Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:51:57.602284Z;https://www.ozon.ru/product/15020;
17;00036;150200097;name 17;4665300310462;['4665300310462'];2733279;17028759;95885;https://.oz.com/mtl-e/64;['https://.oz.com/mlt-q/6357450362.jpg', 'https://.oz.com/mlt-p/6357450361.jpg', 'https://.oz.com/mlt-u/6357450366.jpg', 'https://.oz.com/mlt-v/6357450367.jpg', 'https://.oz.com/mlt-t/6357450365.jpg', 'https://.oz.com/mlt-d/6357431017.jpg', 'https://.oz.com/mlt-t/6357447917.jpg', 'https://.oz.com/mlt-o/6280334616.jpg', 'https://.oz.com/mlt-n/6280334615.jpg', 'https://.oz.com/mlt-l/6280334613.jpg', 'https://.oz.com/mlt-k/6280334612.jpg', 'https://.oz.com/mlt-j/6280334611.jpg', 'https://.oz.com/mlt-i/6280334610.jpg'];2019-03-27T14:50:17.783555Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:56:12.947816Z;https://www.ozon.ru/product/15020;
18;00018;150200081;name 18;4665300310066;['4665300310066'];2733279;17028653;97513;https://.oz.com/mtl-6/63;['https://.oz.com/mlt-7/6397523383.jpg', 'https://.oz.com/mlt-8/6397523384.jpg', 'https://.oz.com/mlt-2/6397523378.jpg', 'https://.oz.com/mlt-e/6397523390.jpg', 'https://.oz.com/mlt-0/6397523376.jpg', 'https://.oz.com/mlt-1/6397523377.jpg', 'https://.oz.com/mlt-5/6397523381.jpg', 'https://.oz.com/mlt-4/6397523380.jpg', 'https://.oz.com/mlt-d/6397523389.jpg', 'https://.oz.com/mlt-9/6397523385.jpg', 'https://.oz.com/mlt-3/6397523379.jpg', 'https://.oz.com/mlt-c/6397523388.jpg', 'https://.oz.com/mlt-b/6397523387.jpg', 'https://.oz.com/mlt-k/6373840940.jpg'];2019-03-27T14:50:28.449137Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2024-02-09T09:40:30.611186Z;https://www.ozon.ru/product/15020;
19;00045;150200107;name 19;4623720677572;['4623720677572', '4665300310554'];2733279;17028759;95885;https://.oz.com/mtl-s/66;['https://.oz.com/mlt-x/6609445953.jpg', 'https://.oz.com/mlt-w/6609445952.jpg', 'https://.oz.com/mlt-t/6609445949.jpg', 'https://.oz.com/mlt-8/6609445928.jpg', 'https://.oz.com/mlt-9/6609446001.jpg', 'https://.oz.com/mlt-v/6609445951.jpg', 'https://.oz.com/mlt-m/6609445942.jpg', 'https://.oz.com/mlt-h/6359021861.jpg', 'https://.oz.com/mlt-5/6273785369.jpg', 'https://.oz.com/mlt-j/6273785383.jpg', 'https://.oz.com/mlt-6/6273785370.jpg', 'https://.oz.com/mlt-8/6273785372.jpg', 'https://.oz.com/mlt-g/6273785380.jpg'];2019-03-27T14:50:28.854921Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-08-29T08:55:22.533551Z;https://www.ozon.ru/product/15020;
20;00046;150200109;name 20;4665300310561;['4665300310561'];2733279;17028759;95885;https://.oz.com/mtl-f/63;['https://.oz.com/mlt-3/6357364047.jpg', 'https://.oz.com/mlt-7/6357364051.jpg', 'https://.oz.com/mlt-8/6357364052.jpg', 'https://.oz.com/mlt-c/6357364056.jpg', 'https://.oz.com/mlt-x/6357286677.jpg', 'https://.oz.com/mlt-2/6357286682.jpg', 'https://.oz.com/mlt-e/6273795314.jpg', 'https://.oz.com/mlt-m/6359022118.jpg', 'https://.oz.com/mlt-f/6273795315.jpg', 'https://.oz.com/mlt-d/6273795313.jpg', 'https://.oz.com/mlt-l/6273795321.jpg', 'https://.oz.com/mlt-n/6359022119.jpg', 'https://.oz.com/mlt-o/6359022120.jpg'];2019-03-27T14:50:29.270129Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T06:51:53.049210Z;https://www.ozon.ru/product/15020;
21;00117;150200123;name 21;14665300310094;['14665300310094', '4665300310097'];2733279;17028653;97469;https://.oz.com/mtl-o/62;['https://.oz.com/mlt-h/6281295521.jpg', 'https://.oz.com/mlt-r/6281295531.jpg', 'https://.oz.com/mlt-i/6281295522.jpg', 'https://.oz.com/mlt-p/6281295529.jpg', 'https://.oz.com/mlt-j/6281295523.jpg', 'https://.oz.com/mlt-k/6281295524.jpg', 'https://.oz.com/mlt-n/6281295527.jpg', 'https://.oz.com/mlt-u/6281295534.jpg'];2019-03-27T14:55:01.657227Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;price_sent;approved;ready to sale;out of stock;ÀŒ∆‹;[];2023-08-28T14:51:20.730180Z;https://www.ozon.ru/product/15020;
22;11024;150200064;name 22;14665300311060;['14665300311060', '4665300311063'];8647332;83250454;97240;https://.oz.com/mtl-w/63;['https://.oz.com/mlt-y/6388095334.jpg', 'https://.oz.com/mlt-t/6388095329.jpg', 'https://.oz.com/mlt-p/6388095325.jpg', 'https://.oz.com/mlt-v/6388095331.jpg', 'https://.oz.com/mlt-n/6388095323.jpg', 'https://.oz.com/mlt-r/6388095327.jpg', 'https://.oz.com/mlt-l/6388095321.jpg', 'https://.oz.com/mlt-x/6388095333.jpg', 'https://.oz.com/mlt-q/6388095326.jpg', 'https://.oz.com/mlt-m/6388095322.jpg', 'https://.oz.com/mlt-c/6388093872.jpg', 'https://.oz.com/mlt-g/6388093876.jpg', 'https://.oz.com/mlt-u/6388095330.jpg', 'https://.oz.com/mlt-s/6388095328.jpg'];2019-03-27T14:55:02.162173Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-08-29T07:46:36.646045Z;https://www.ozon.ru/product/15020;
23;00049;150200112;name 23;4665300310592;['4665300310592'];2733279;17028759;95885;https://.oz.com/mtl-y/63;['https://.oz.com/mlt-e/6357387350.jpg', 'https://.oz.com/mlt-f/6357387351.jpg', 'https://.oz.com/mlt-d/6357387349.jpg', 'https://.oz.com/mlt-b/6663352475.jpg', 'https://.oz.com/mlt-c/6357387348.jpg', 'https://.oz.com/mlt-x/6357286677.jpg', 'https://.oz.com/mlt-2/6357286682.jpg', 'https://.oz.com/mlt-w/6273804224.jpg', 'https://.oz.com/mlt-0/6326390472.jpg', 'https://.oz.com/mlt-y/6273804226.jpg', 'https://.oz.com/mlt-z/6273804227.jpg', 'https://.oz.com/mlt-x/6273804225.jpg', 'https://.oz.com/mlt-u/6273804222.jpg', 'https://.oz.com/mlt-3/6326390439.jpg'];2019-03-27T14:55:02.594290Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2024-01-26T05:43:18.942066Z;https://www.ozon.ru/product/15020;
24;10043;150200147;name 24;4665300310738;['4665300310738'];2733279;17028759;95885;https://.oz.com/mtl-i/63;['https://.oz.com/mlt-j/6357416407.jpg', 'https://.oz.com/mlt-f/6357416403.jpg', 'https://.oz.com/mlt-e/6357416402.jpg', 'https://.oz.com/mlt-h/6357416405.jpg', 'https://.oz.com/mlt-i/6357416406.jpg', 'https://.oz.com/mlt-d/6357416401.jpg', 'https://.oz.com/mlt-4/6357408688.jpg', 'https://.oz.com/mlt-g/6287816668.jpg', 'https://.oz.com/mlt-f/6287816667.jpg', 'https://.oz.com/mlt-k/6287816672.jpg', 'https://.oz.com/mlt-d/6287816665.jpg', 'https://.oz.com/mlt-i/6287816670.jpg', 'https://.oz.com/mlt-e/6287816666.jpg'];2019-03-27T14:55:03.927261Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T07:27:04.686125Z;https://www.ozon.ru/product/15020;
25;11224;150200160;name 25;14665300311121;['14665300311121', '4665300311124'];8647332;83250454;97240;https://.oz.com/mtl-5/63;['https://.oz.com/mlt-v/6388106779.jpg', 'https://.oz.com/mlt-s/6388106776.jpg', 'https://.oz.com/mlt-t/6388106777.jpg', 'https://.oz.com/mlt-z/6388106783.jpg', 'https://.oz.com/mlt-w/6388106780.jpg', 'https://.oz.com/mlt-p/6388106773.jpg', 'https://.oz.com/mlt-1/6388106785.jpg', 'https://.oz.com/mlt-q/6388106774.jpg', 'https://.oz.com/mlt-r/6388106775.jpg', 'https://.oz.com/mlt-6/6388105278.jpg', 'https://.oz.com/mlt-4/6388106788.jpg', 'https://.oz.com/mlt-u/6388106778.jpg', 'https://.oz.com/mlt-3/6388106787.jpg', 'https://.oz.com/mlt-0/6388106784.jpg'];2019-03-27T14:55:04.627324Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-08-29T07:44:09.993319Z;https://www.ozon.ru/product/15020;
26;00118;150200124;name 26;4665300310103;['4665300310103', '4665300310127'];2733279;17028653;97469;https://.oz.com/mtl-8/62;['https://.oz.com/mlt-f/6281257287.jpg', 'https://.oz.com/mlt-9/6281257281.jpg', 'https://.oz.com/mlt-7/6281257279.jpg', 'https://.oz.com/mlt-b/6281257283.jpg', 'https://.oz.com/mlt-a/6281257282.jpg', 'https://.oz.com/mlt-d/6281257285.jpg', 'https://.oz.com/mlt-9/6281257317.jpg'];2019-03-27T14:55:04.998275Z;»—“»Õ¿;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;ÀŒ∆‹;price_sent;approved;ready to sale;out of stock;ÀŒ∆‹;[];2023-08-29T13:35:57.055841Z;https://www.ozon.ru/product/15020;
27;10044;150200148;name 27;4665300310745;['4665300310745'];2733279;17028759;95885;https://.oz.com/mtl-1/63;['https://.oz.com/mlt-c/6357418812.jpg', 'https://.oz.com/mlt-m/6357418822.jpg', 'https://.oz.com/mlt-k/6357418820.jpg', 'https://.oz.com/mlt-i/6357418818.jpg', 'https://.oz.com/mlt-i/6357416406.jpg', 'https://.oz.com/mlt-h/6357418817.jpg', 'https://.oz.com/mlt-4/6357408688.jpg', 'https://.oz.com/mlt-a/6287817598.jpg', 'https://.oz.com/mlt-b/6287817599.jpg', 'https://.oz.com/mlt-9/6287817597.jpg', 'https://.oz.com/mlt-i/6287817606.jpg', 'https://.oz.com/mlt-c/6287817600.jpg', 'https://.oz.com/mlt-e/6287817602.jpg'];2019-03-27T14:55:06.430145Z;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;ÀŒ∆‹;»—“»Õ¿;price_sent;approved;saling;;ÀŒ∆‹;[];2023-12-07T07:27:13.257786Z;https://www.ozon.ru/product/15020;
